offer_id;code;name;full_name;brand;category_name;description_category_id;type_id;local_category_1;local_category_2;metrazh_flag;description;price;old_price;stock;currency_code;vat;tnved;weight;height;width;depth;dimension_unit;weight_unit;primary_image;image_local_path;image_sha256;image_visual_hash;external_url;group_name
14.213.31;10262900;"Клавиша ""Подсветка приборной панели""";"Клавиша ""Подсветка приборной панели""";Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;94373;Электрооборудование;Выключатели и панели;не метражный;"Клавишные выключатели в брызгозащитном исполнении (IP56). Снабжены двумя светодиодными индикаторами - один горит постоянно, подсвечивая клавишу в режиме ""выключено"" (и гаснет в режиме ""включено""), второй загорается при перемещении клавиши в положение ""включено"", подсвечивая символ включенной нагрузки). Представлены в трех вариантах исполнения (двухпозиционные, двухпозиционные с возвратной пружиной, трехпозиционные). Модели с возвратной пружиной рекомендуется использовать для подключения оборудования, работающего кратковременно (к примеру, сигнальные горны, сирены) или оборудования, работа которого должна быть возможна только под постоянным контролем оператора (к примеру, якорные лебедки). Универсальное питание 12/24 В. Внимание, клавиша не входит в комплект поставки и приобретается отдельно! Вы можете выбрать клавишу с необходимым символом иди клавишу без маркировки.
Напряжение питания:
12/24 В.
Максимальный ток:
20/10 А (12/24В).
Страна-производитель:
Тайвань.

Характеристики:
ПРОИЗВОДИТЕЛЬ: OSCULATI
ТИП: Клавиша выключателя";565;418;9;RUB;0;8536508008;0.25;60;100;140;mm;kg;images/14.213.31/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\14.213.31\001.jpg;15257242f91fd71a6cffda31e82f816dcc81c29d0c1079c4169044ee5c6c710a;e7c3c3c3c3c3c3e7;https://moreman.ru/product/klavisha_quot_podsvetka_pribornoy_paneli_quot-sku-122025/;OSCULATI
14.213.21;10262890;"Клавиша ""Ходовые огни""";"Клавиша ""Ходовые огни""";Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;94373;Электрооборудование;Выключатели и панели;не метражный;"Клавишные выключатели в брызгозащитном исполнении (IP56). Снабжены двумя светодиодными индикаторами - один горит постоянно, подсвечивая клавишу в режиме ""выключено"" (и гаснет в режиме ""включено""), второй загорается при перемещении клавиши в положение ""включено"", подсвечивая символ включенной нагрузки). Представлены в трех вариантах исполнения (двухпозиционные, двухпозиционные с возвратной пружиной, трехпозиционные). Модели с возвратной пружиной рекомендуется использовать для подключения оборудования, работающего кратковременно (к примеру, сигнальные горны, сирены) или оборудования, работа которого должна быть возможна только под постоянным контролем оператора (к примеру, якорные лебедки). Универсальное питание 12/24 В. Внимание, клавиша не входит в комплект поставки и приобретается отдельно! Вы можете выбрать клавишу с необходимым символом иди клавишу без маркировки.
Напряжение питания:
12/24 В.
Максимальный ток:
20/10 А (12/24В).
Страна-производитель:
Тайвань.

Характеристики:
ПРОИЗВОДИТЕЛЬ: OSCULATI
ТИП: Клавиша выключателя";711;526;1;RUB;0;8536508008;0.25;60;100;140;mm;kg;images/14.213.21/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\14.213.21\001.jpg;e3477603ad7824b56b2445916e1880277e8bd3cdc27fdeaf1dadcd3e1f52d0ce;e783c9c1c1c1c1ef;https://moreman.ru/product/klavisha_quot_khodovye_ogni_quot-sku-118265/;OSCULATI
14.196.02-прекращен;10014738;"Клавишн. выкл. ""Marina 2"", вкл/выкл, 2 конт, возвр";Клавишный выключатель «Marina 2», двухпозиционный, 2 контакта, возвратная пружина.;Osculati;Строительство и ремонт / Электроустановочные изделия / Выключатель;17028654;94802;Электрооборудование;Выключатели и панели;не метражный;"Врезаемый клавишный выключатель в водозащитном исполнении (класс защиты IP56 – защита от действия струи воды).  Снабжен двойными светодиодными индикаторами (включение/выключение и подсветка клавиши). Представлен в 4 вариантах:
двухпозиционный выключатель с двумя контактами,
двухпозиционный выключатель с двумя контактами и возвратной пружиной (клавиша не фиксируется во включенном состоянии),
трехпозиционный выключатель с шестью контактами и возвратной пружиной (клавиша не фиксируется во включенном состоянии), двойные светодиоды отсутствуют,
трехпозиционный выключатель с четырьмя контактами (на две отдельных электр. цепи).
Размеры врезаемой части:
21,5 x 36,8 мм.
Номинальный ток/напряжение питания:
25A/12В, 15A/24В.

Характеристики:
НАПРЯЖЕНИЕ: 12; 24;
ПРОИЗВОДИТЕЛЬ: OSCULATI
ВЛАГОЗАЩИТА: Да
ТИП: Выключатель";1202;889;15;RUB;0;8536508008;0.25;60;100;140;mm;kg;images/14.196.02-прекращен/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\14.196.02-прекращен\001.jpg;08751295711d7e22f340d3dbe7b58588dce388510b9fa368bea6434402644a54;ff0f010101e9f9ff;https://moreman.ru/product/klavishnyy_vyklyuchatel_marina_2_dvukhpozitsionnyy_2_kontakta_vozvratnaya_pruzhina-sku-109651/;OSCULATI
14.197.22;10242119;Панель для выключателей MARINA, одиночная;Панель для выключателей MARINA, одиночная;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;94373;Электрооборудование;Выключатели и панели;не метражный;"Пластиковый короб для установки выключателей «Marina 2». Благодаря креплению «ласточкин хвост» позволяет установить любое количество выключателей в виде единой панели.

Характеристики:
ПРОИЗВОДИТЕЛЬ: OSCULATI
ТИП: Установочный короб";194;143;1;RUB;0;8536508008;0.25;60;100;140;mm;kg;images/14.197.22/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\14.197.22\001.jpg;6f485bb420a94020b1043c69ec76973ecee09d6196148c054b78d7534f5f7c72;ff818189898183f3;https://moreman.ru/product/korob_dlya_ustanovki_vyklyuchateley_marina_2_odinarnyy-sku-110640/;OSCULATI
14.197.21;10014741;Панель для выключателей MARINA, промежуточные;Короб для установки выключателей «Marina 2», промежуточный.;Osculati;Строительство и ремонт / Электроустановочные изделия / Выключатель;17028654;94802;Электрооборудование;Выключатели и панели;не метражный;"Пластиковый короб для установки выключателей «Marina 2». Благодаря креплению «ласточкин хвост» позволяет установить любое количество выключателей в виде единой панели.

Характеристики:
ПРОИЗВОДИТЕЛЬ: OSCULATI
ТИП: Установочный короб";194;143;6;RUB;0;8536508008;0.25;60;100;140;mm;kg;images/14.197.21/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\14.197.21\001.jpg;fc4204c0b5b82425c8c0303f48c32ccd20a46cb36a82a9cdc661fcc07dd8d405;ff818999d98983e7;https://moreman.ru/product/korob_dlya_ustanovki_vyklyuchateley_marina_2_promezhutochnyy-sku-110206/;OSCULATI
14.197.31;10014742;Панель для выключателей MARINA, торцевые;Короб для установки выключателей «Marina 2», торцевой.;Osculati;Строительство и ремонт / Электроустановочные изделия / Выключатель;17028654;94802;Электрооборудование;Выключатели и панели;не метражный;"Пластиковый короб для установки выключателей «Marina 2». Благодаря креплению «ласточкин хвост» позволяет установить любое количество выключателей в виде единой панели.

Характеристики:
ПРОИЗВОДИТЕЛЬ: OSCULATI
ТИП: Установочный короб";194;143;1;RUB;0;8536508008;0.25;60;100;140;mm;kg;images/14.197.31/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\14.197.31\001.jpg;a18e08b781d2359a4bfaca43c4b40e268c4af248fcb3608319fc21a10fd5347e;ff818189898183f7;https://moreman.ru/product/korob_dlya_ustanovki_vyklyuchateley_marina_2_tortsevoy-sku-109835/;OSCULATI
17.661.70;10014796;Сменный фильтр. элемент для фильтра 10255688;Сменный фильтрующий элемент для топливного фильтра с водоотделителем, дизельное топливо (код 10255688).;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;971053073;Моторы и запчасти;Топливная система;не метражный;"Топливный фильтр с кронштейном из никелированной бронзы для крепления к корпусу судна и колбой из прозрачного пластика, позволяющей визуально наблюдать за степенью загрязненности. Штуцеры под шланг с внутренним диаметром 10 мм в комплекте.
Размеры
: 190 (высота), 110 (диаметр) мм.
Мин. пропускная способность
: 205 л/час.
Страна-производитель
: Тайвань.

Характеристики:
ПРОИЗВОДИТЕЛЬ: OSCULATI
ТИП: Фильтр";2128;1574;2;RUB;0;8302419000;44;230;230;230;mm;kg;images/17.661.70/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\17.661.70\001.jpg;5220e0c19ec8bcae617bfabfc9216482bb13b4a316886093259c7e9f26ff6e7c;81c3e3c3c3c7c3c3;https://moreman.ru/product/smennyy_filtruyushchiy_element-sku-122173/;OSCULATI
01.671.10;10259805;Соединительное звено для цепи, 10 мм, нерж сталь;Соединительное звено для цепи, 10 мм, нерж сталь;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;971061331;Стоянка и швартовка;Цепи и тросы;не метражный;"Соединительное звено для якорной цепи. Позволяет соединить смычки якорной цепи без использования сварки.
Материал:
нержавеющая или оцинкованная сталь.
Калибр:
6, 8, 10, 12 мм.
Поставщик
: «Osculati», Италия.
Диаметр D мм
Внутренняя
  длина А мм
Внутренняя
  высота В мм
6
18
8
8
24
10
10
28
14
12
36
16
14
41
18

Характеристики:
ПРОИЗВОДИТЕЛЬ: OSCULATI
КАЛИБР ЦЕПИ ММ: 10
МАТЕРИАЛ: Нержавеющая сталь
ТИП: Цепь";671;496;3;RUB;0;7326909807;1.4;90;180;250;mm;kg;images/01.671.10/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\01.671.10\001.jpg;382ee06e200f29771112e600c27a596288b1371a6fe865cdf454cbeab5831f4d;ffc381bdbc8181ff;https://moreman.ru/product/soedinitelnoe_zveno_10_mm_nerzhaveyushchaya_stal-sku-124036/;OSCULATI
40.055.34;10247423;Утка белая нейлоновая 140 mm;Утка белая нейлоновая 140 mm;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Стоянка и швартовка;Утки и полуклюзы;не метражный;"Швартовные утки из прочного, стойкого к ультрафиолету нейлона. Два сквозных отверстия под крепежные винты. Не провоцируют гальванической коррозии на алюминиевых корпусах.
Цвет
: белый, черный.
Размеры
: 110-220 мм.
Производитель
: «Osculati», Италия.

Характеристики:
ПРОИЗВОДИТЕЛЬ: OSCULATI
ДЛИНА СМ: 140
ЦВЕТ: Белый
ТИП: Утка";265;196;18;RUB;0;7326909807;250;50;40;150;mm;kg;images/40.055.34/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\40.055.34\001.jpg;9d264837aab1a22ce455caf40fc92571a4681f113951bca432dfc30143435501;ffff3f87c0e0ffff;https://moreman.ru/product/utka_neylonovaya_belaya_140_mm-sku-112525/;OSCULATI
40.055.18;10247420;Утка черная нейлоновая 180 mm;Утка черная нейлоновая 180 mm;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Стоянка и швартовка;Утки и полуклюзы;не метражный;"Швартовные утки из прочного, стойкого к ультрафиолету нейлона. Два сквозных отверстия под крепежные винты. Не провоцируют гальванической коррозии на алюминиевых корпусах.
Цвет
: белый, черный.
Размеры
: 110-220 мм.
Производитель
: «Osculati», Италия.

Характеристики:
ПРОИЗВОДИТЕЛЬ: OSCULATI
ДЛИНА СМ: 180
ЦВЕТ: Черный
ТИП: Утка";400;296;9;RUB;0;7326909807;250;50;40;150;mm;kg;images/40.055.18/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\40.055.18\001.jpg;2dc1b9fc7fecc2cd91eb7d4ebe006ac01c778d3769031577dd909e6cc4596f5c;ffff3f83c0e3ffff;https://moreman.ru/product/utka_neylonovaya_chernaya_180_mm-sku-113227/;OSCULATI
17.652.01;10244758;Фильтр забортной воды, 3/4;Фильтр забортной воды, 3/4;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Палубное и трюмное оборудование;Водоснабжение;не метражный;"Фильтр для  грубой очистки забортной воды. Снижает износ крыльчатки насоса забортной воды,  уменьшает загрязнение внешнего контура охлаждения двигателя. Прозрачная крышка  дает возможность контролировать степень загрязненности фильтрующего элемента. Резьбовые  патрубки 3/4 дюйма.
Производительность:
150 л/мин.
Производитель:
«Osculati»,  Италия.

Характеристики:
ПРОИЗВОДИТЕЛЬ: OSCULATI
ТИП: Фильтр";4461;3301;1;RUB;0;7326909807;9.5;100;110;100;mm;kg;images/17.652.01/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\17.652.01\001.jpg;822cc5f127e7e8dc6642a7b9339da194a4d3c1096107b2c68e8f1bb98078b363;f7f7e3220181c1e3;https://moreman.ru/product/filtr_zabortnoy_vody-sku-123416/;OSCULATI
21065;049-0005034;Крышка вентиляционная для тента;Крышка вентиляционная для тента;OceanSouth;Спорт и отдых / Лодки и лодочные моторы;17029003;971453365;Аксессуары;Крепление тента и фурнитура;не метражный;Вентиляционное отверстие для лодочных чехлов.;665;492;2;RUB;0;8302490009;0.6;80;140;200;mm;kg;images/21065/01_95b996d801.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\21065\01_95b996d801.jpg;c03a722cf3430fb0da53fc95aff2fb211c8c205a7ad1d48d75fc29f6d0094a15;e78000010387cfcf;https://vodnik.ru/kryshka-ventilyacionnaya-dlya-tenta-00185516.html;1000 размеров
17.709.00;10014749;Водозаборник для трюмной помпы, 16-19 мм;Водозаборник для трюмной помпы;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;96914;Моторы и запчасти;Водометные насадки и запчасти;не метражный;"Бронзовый водозаборник для трюмной помпы. Решетка из нержавеющей стали. Патрубок по шланг диаметром 16-19 мм.

Характеристики:
УПРАВЛЕНИЕ: Аксессуары
АКСЕССУАРЫ: Вспомогательное оборудование
ПРОИЗВОДИТЕЛЬ: Osculati
ДИАМЕТР ВПУСКНОГО ПАТРУБКА/ММ: 16-19
ДИАМЕТР ВЫПУСКНОГО ПАТРУБКА/ММ: 16; 19;
ТИП: Водозаборник";2772;2051;3;RUB;0;8302419000;0.7;90;140;180;mm;kg;images/17.709.00/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\17.709.00\001.jpg;d6c29c024a31e1c096f82bd789691486007f14ec182dc244fe448e1059c73a52;ffdf8b018181c7ff;https://moreman.ru/product/vodozabornik_dlya_tryumnoy_pompy-sku-110245/;OSCULATI
17.708.00;10249306;Водозаборник трюмной помпы с вертикальным патрубком;Водозаборник трюмной помпы с вертикальным патрубком;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;96914;Моторы и запчасти;Водометные насадки и запчасти;не метражный;"Бронзовый водозаборник для трюмной помпы. Решетка из нержавеющей стали. Патрубок по шланг диаметром 16-19 мм.
Поставщик
: «Osculati», Италия.

Характеристики:
УПРАВЛЕНИЕ: Аксессуары
АКСЕССУАРЫ: Вспомогательное оборудование
ПРОИЗВОДИТЕЛЬ: Osculati
ДИАМЕТР ВЫПУСКНОГО ПАТРУБКА/ММ: 16; 19;
ТИП: Водозаборник";2965;2194;3;RUB;0;8302419000;0.7;90;140;180;mm;kg;images/17.708.00/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\17.708.00\001.jpg;9c743bbe9470bbf04dade1e15c36e87c1db0e62ce06d0f04687ad73a265ab9aa;df9f0301818181ff;https://moreman.ru/product/vodozabornik_dlya_tryumnoy_pompy_vertikalnyy_patrubok-sku-109470/;OSCULATI
14.517.21;10260611;Гнездо прикуривателя с вольтметром;Гнездо прикуривателя с вольтметром;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;94373;Электрооборудование;Выключатели и панели;не метражный;"Гнездо прикуривателя (для подлючения электроприборов) и цифровой вольтметр, объединенные в одной пластиковой панели. Могут также устанавливаться отдельно без панели.
Напряжение питания:
12/24В.
Поставщик:
«Osculati», Италия.

Характеристики:
НАПРЯЖЕНИЕ: 12
ПРОИЗВОДИТЕЛЬ: Osculati
ВЛАГОЗАЩИТА: Да
ОБЛАСТЬ ПРИМЕНЕНИЯ: Гнездо прикуривателя";3391;2509;2;RUB;0;8536508008;0.25;60;100;140;mm;kg;images/14.517.21/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\14.517.21\001.jpg;64aaadcc7896af06d05506ae8fabf0c4c3a7ba10948db05e1c52915ad14eebdd;fff8c00000838fff;https://moreman.ru/product/gnezdo_prikurivatelya_s_voltmetrom-sku-121900/;OSCULATI
14.517.22/14.517.42;10260612;Два зарядных гнезда USB с вольтметром заменен на 14.517.52;Два зарядных гнезда USB с вольтметром заменен на 14.517.52;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;94373;Электрооборудование;Выключатели и панели;не метражный;"Два зарядных гнезда USB и цифровой вольтметр, объединенные в одной пластиковой панели. Могут также устанавливаться отдельно без панели.
Напряжение питания:
12/24В.
Поставщик:
«Osculati», Италия.

Характеристики:
НАПРЯЖЕНИЕ: 12
ПРОИЗВОДИТЕЛЬ: Osculati
ВЛАГОЗАЩИТА: Да
ОБЛАСТЬ ПРИМЕНЕНИЯ: USB-зарядка";5306;3926;1;RUB;0;8536508008;0.25;60;100;140;mm;kg;images/14.517.22_14.517.42/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\14.517.22_14.517.42\001.jpg;b816882c5ff634ee7244c917d618b0c149116433e65f8768311dd1291db19104;fff8c00001838fbf;https://moreman.ru/product/dva_zaryadnykh_gnezda_usb_s_voltmetrom-sku-123841/;OSCULATI
33.112.20;10238049;Держатель для двух кранцев, 210 мм.;Держатель для двух кранцев, 210 мм.;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Стоянка и швартовка;Корзины и чехлы для кранцев;не метражный;"Держатели кранцев (для одного или двух кранцев). Кольца из нержавеющей стали, крепящиеся с помощью зажимов к трубе релинга диаметром 22-25 мм (7/8-1 дюйм). При необходимости легко складываются. Угол установки регулируется. Для крепления кранца (кранцев) требуется приобрести пару держателей: верхний – по диаметру кранца или чуть больше, нижний – меньшего диаметра.
Диаметр:
150, 210, 230 мм.
Производитель:
«Osculati», Италия.

Характеристики:
НАЗНАЧЕНИЕ: Сопутствующее оборудование
ПРОИЗВОДИТЕЛЬ: Osculati";4638;3432;1;RUB;0;7326909807;1.4;90;180;250;mm;kg;images/33.112.20/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\33.112.20\001.jpg;a795a0e2884470599b13de12c9a473ab02d942de71e84906e8c6f9733e218312;fcfcfc80ecf0fcfc;https://moreman.ru/product/derzhatel_dlya_dvukh_krantsev_210_mm-sku-110246/;OSCULATI
33.112.50;10238046;Держатель для одного кранца, 210 мм.;Держатель для одного кранца, 210 мм.;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Стоянка и швартовка;Корзины и чехлы для кранцев;не метражный;"Держатели кранцев (для одного или двух кранцев). Кольца из нержавеющей стали, крепящиеся с помощью зажимов к трубе релинга диаметром 22-25 мм (7/8-1 дюйм). При необходимости легко складываются. Угол установки регулируется. Для крепления кранца (кранцев) требуется приобрести пару держателей: верхний – по диаметру кранца или чуть больше, нижний – меньшего диаметра.
Диаметр:
150, 210, 230 мм.
Производитель:
«Osculati», Италия.

Характеристики:
НАЗНАЧЕНИЕ: Сопутствующее оборудование
ПРОИЗВОДИТЕЛЬ: Osculati";3282;2428;1;RUB;0;7326909807;1.4;90;180;250;mm;kg;images/33.112.50/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\33.112.50\001.jpg;9c464ce46fe2eea5fc935097bd6ffa417f229f845bde2962a43147279989702a;fcfcfcc080fcfcfc;https://moreman.ru/product/derzhatel_dlya_odnogo_krantsa_210_mm-sku-111500/;OSCULATI
14.195.60;10260610;"Зарядные гнезда USB в виде клавиши ""Marina"" заменен на 14.195.62";"Зарядные гнезда USB в виде клавиши ""Marina"" заменен на 14.195.62";Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;94373;Электрооборудование;Выключатели и панели;не метражный;"Два зарядных гнезда USB (2,1F + 1 А), выполненные в виде стандартного клавишного переключателя ""Marina"". Устанавливается в стандартный пластиковый короб под клавиши
""Marina""
или
""Marina 2""
Напряжение питания:
12 В.
Поставщик:
«Osculati», Италия.

Характеристики:
НАПРЯЖЕНИЕ: 12
ПРОИЗВОДИТЕЛЬ: Osculati
ВЛАГОЗАЩИТА: Да
ТИП: USB-гнездо
ОБЛАСТЬ ПРИМЕНЕНИЯ: USB-зарядка";2600;1924;3;RUB;0;8536508008;0.25;60;100;140;mm;kg;images/14.195.60/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\14.195.60\001.jpg;e29a5c4da7dd10ccd0a6ed2f633f8173becc297c91b04cb7addd5d8fed9f2e1f;ffc1c1c1c183c3ef;https://moreman.ru/product/zaryadnye_gnezda_usb_v_vide_klavishi_quot_marina_quot-sku-116706/;OSCULATI
20.670.01;10262376;Палубная заливная горловина с вентиляцией;Палубная заливная горловина с вентиляцией;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Палубное и трюмное оборудование;Проход борта и горловины;не метражный;"Палубная горловина для заливки топлива, совмещенная с вентиляционным патрубком топливного бака.
Размеры:
110x70 мм.
Высота над плоскостью палубы:
18 мм.
Диаметр патрубка под топливный шланг:
38 мм.
Диаметр вентиляционного патрубка:
15 мм.
Поставщик:
""Osculati"", Италия.

Характеристики:
ПРОИЗВОДИТЕЛЬ: Osculati
ДИАМЕТР, ММ: 38
МАТЕРИАЛ: Пластик
ЦВЕТ: Белый
ТИП: Палубная горловина";3621;2679;2;RUB;0;7326909807;0.3;60;120;120;mm;kg;images/20.670.01/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\20.670.01\001.jpg;d033fd8051ee918d7003541b68a2e4b53b0ed5144e0dab3ebce342d662cba0c6;fffffe790183e7ff;https://moreman.ru/product/palubnaya_gorlovina_s_ventilyatsiey_baka-sku-113456/;OSCULATI
01.331.02/01.333.02;10256059;Роульс 400х70 мм, с коромыслом;Роульс 400х70 мм, с коромыслом;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Стоянка и швартовка;Роульсы;не метражный;"Роульс из полированной нержавеющей стали. Снабжен коромыслом, облегчающим спуск и подъем якоря. Пригоден для всех типов безштоковых якорей весом до 15 кг.
Размеры (длина х ширина х высота)
: 400×70×117 мм.
Производитель
: «Osculati», Италия.

Характеристики:
ПРОИЗВОДИТЕЛЬ: Osculati";43483;32177;1;RUB;0;7326909807;1.4;117;70;400;mm;kg;images/01.331.02_01.333.02/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\01.331.02_01.333.02\001.jpg;2ee03253045a28d8ec359f4591b3a5d95b9c861a4a3dd1614640b99700ea55fe;ffff8101079fffff;https://moreman.ru/product/rouls_400kh70_mm_s_koromyslom-sku-122589/;OSCULATI
16.407.57;10236353;Танк сточной воды без помпы;Танк сточной воды без помпы;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;96914;Палубное и трюмное оборудование;Канализация;не метражный;"Промежуточный пластиковый бак для слива воды из раковины, душа и т.д. Применяется в случаях, когда из-за недостатка места невозможно достаточно низко разместить сточный бак необходимого объема. Стекающая вода попадает в бак по нескольким шлангам (бак имеет 3 впускных штуцера разного диаметра), а затем с помощью установленной в баке трюмной помпы с поплавковым выключателем удаляется в накопительный сточный бак достаточного объема, высота установки которого при такой схеме уже не имеет особого значения. Снабжен легко очищаемым фильтром из нержавеющей стали и прозрачной крышкой. В дно бака запрессованы нержавеющие резьбовые втулки, позволяющие закрепить практически любую трюмную помпу с необходимой вам производительностью и напряжением питания, а также поплавковый выключатель.
Производитель:
«Osculati», Италия.

Характеристики:
ПРОИЗВОДИТЕЛЬ: Osculati
ТИП: Сточный бак";10413;7705;1;RUB;0;7326909807;9.5;85;110;100;mm;kg;images/16.407.57/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\16.407.57\001.jpg;9c067262a32130003c67045fd415638563ea8999f49d49f4f50de9729fcb070e;efe3e0c199c7e3ff;https://moreman.ru/product/bak_stochnyy_bez_pompy-sku-110792/;OSCULATI
21.453.02;10260620;Туманный горн, хромированная латунь;Туманный горн, хромированная латунь;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;94373;Электрооборудование;Выключатели и панели;не метражный;"Туманный горн из хромированной латуни. Отличается низким приятным звуком.
Поставщик:
«Osculati», Италия.

Характеристики:
ПРОИЗВОДИТЕЛЬ: Osculati
ТИП: Горны, свистки туманные";2487;1840;4;RUB;0;8536508008;0.25;60;100;140;mm;kg;images/21.453.02/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\21.453.02\001.jpg;449bf417eb68aa341ce58c9de3693feb720dddaa1b86224826d24b3b5b362526;fdf8f88001a787ff;https://moreman.ru/product/gorn_tumannyy-sku-116746/;OSCULATI
21.453.01;10260621;Туманный горн, хромированная латунь, малый;Туманный горн, хромированная латунь, малый;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;94373;Электрооборудование;Выключатели и панели;не метражный;"Туманный горн из хромированной латуни.
Поставщик:
«Osculati», Италия.

Характеристики:
ПРОИЗВОДИТЕЛЬ: Osculati
ТИП: Горны, свистки туманные";1755;1298;3;RUB;0;8536508008;0.25;60;100;140;mm;kg;images/21.453.01/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\21.453.01\001.jpg;b94739e5581033b7b3a744dd9141177256d9667db494a1cf966d86e5f2042494;fdf8f8f0333f3fff;https://moreman.ru/product/gorn_tumannyy-sku-120895/;OSCULATI
33.500.12/33.480.09;10242450;Чехол для кранца, 19/20 см;Чехол для кранца, 19/20 см;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Стоянка и швартовка;Корзины и чехлы для кранцев;не метражный;"Чехлы для кранцев. Изготовлены из прочной износостойкой синтетической ткани, снабжены эластичными манжетами. Помогают поддерживать в чистоте кранцы и борт судна. Снижают износ борта судна (царапание) песком и твердыми частицами грязи. Уменьшают шум, вызываемый трением кранцев о корпус судна во время стоянки.
Диаметр:
19/20 см.
Длина:
64/68 см
Цвет:
синий.
Производитель:
""Osculati"", Италия

Характеристики:
НАЗНАЧЕНИЕ: Чехол для кранца
ПРОИЗВОДИТЕЛЬ: Osculati
ДИАМЕТР/СМ: 20
ЦВЕТ: Синий";3319;2456;3;RUB;0;7326909807;1.4;90;180;64;mm;kg;images/33.500.12_33.480.09/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\33.500.12_33.480.09\001.jpg;5db1ed39719d95c9240729734f7c8854066192ed8b3d6fdcbc1f21f8be60d2bf;e7e7c3c3c3c3e7e7;https://moreman.ru/product/chekhol_dlya_krantsa_diametrom_19_20_sm-sku-111216/;OSCULATI
10-455-02-C01upack;049-0005062;застежка тентовая поворотная c панелькой, нержавеющая сталь, Osculati.;застежка тентовая поворотная c панелькой, нержавеющая сталь, Osculati.;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;971453365;Аксессуары;Крепление тента и фурнитура;не метражный;Поворотная застежка с шайбой для тентов.;309;228.12;244;RUB;0;8302490009;0.6;80;140;200;mm;kg;images/10-455-02-C01upack/01_94ccb94379.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\10-455-02-C01upack\01_94ccb94379.jpg;d28b8abac849b52a149b6b61f23afc1762c9c2e4f1eb6f429b23379ebcedb3ad;cfc7874703c1e2fc;https://vodnik.ru/zastezhka-tentovaya-povorotnaya-c-panelkoy-nerzhaveyuschaya-stal-osculati-upakovka-50-sht-00186924.html;1000 размеров
